Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR19173191_2 - polya	(1, 0.0014108026363680924)	(2, 0.0015313840582798952)	(3, 0.0016459364090961079)	(4, 0.0019293027505888443)	(5, 0.002694994779728792)	(6, 0.0034365705244863787)	(7, 0.0037983147902217874)	(8, 0.004160059055957195)	(9, 0.004473570752927883)	(10, 0.006879170120068348)	(12, 0.010707630265768087)	(14, 0.016408116986648562)	(16, 0.02609984877280971)	(18, 0.035553432250695044)	(20, 0.04223364302460892)	(22, 0.04932081609747513)	(24, 0.05602514315577136)	(26, 0.06355846748971124)	(28, 0.06960562579858814)	(30, 0.0759361504489578)	(32, 0.08203455586214722)	(34, 0.08897703122871926)	(36, 0.09882853339891354)	(38, 0.10744106145896407)	(40, 0.11687354318801484)	(42, 0.12493139670727106)	(44, 0.13435784936522624)	(46, 0.14242173195557806)	(48, 0.14951493409953984)	(50, 0.15702414214909735)	(52, 0.16394853030238263)	(54, 0.1711321685127783)	(56, 0.17995269952562665)	(58, 0.18858934387005954)	(60, 0.19572776404723824)	(62, 0.2025436289208029)	(64, 0.20919670887478664)	(66, 0.2161723441323844)	(68, 0.22362126147098604)	(70, 0.2296925360642453)	(72, 0.2369696248766226)	(74, 0.24459037074144852)	(76, 0.25092692446291376)	(78, 0.2567721088900884)	(80, 0.2641155174845172)	(82, 0.2721763855393212)	(84, 0.278298907236893)	(86, 0.28614574326780357)	(88, 0.2923044393919489)	(90, 0.29880980710409066)	(92, 0.3059934453144863)	(94, 0.31255006013094055)	(96, 0.3188805847813102)	(98, 0.32681484234310687)	(100, 0.3350264371753006)	(102, 0.3419357526508469)	(104, 0.35015940562523185)	(106, 0.3566828605506604)	(108, 0.36396597843413325)	(110, 0.37229815468823885)	(112, 0.38231244177801404)	(114, 0.3921126968438958)	(116, 0.4007041231551118)	(118, 0.40949450881248217)	(120, 0.4182065165456099)	(122, 0.426752724823609)	(124, 0.435166293537505)	(126, 0.44566592085047524)	(128, 0.4568287459839604)	(130, 0.4667284807229194)	(132, 0.4755490117357678)	(134, 0.48534022319500614)	(136, 0.49535149574923354)	(138, 0.5044523785680268)
SRR19173211_1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 9.834128250505142e-06)	(4, 9.834128250505142e-06)	(5, 1.9668256501010284e-05)	(6, 2.4585320626262857e-05)	(7, 3.4419448876768e-05)	(8, 3.4419448876768e-05)	(9, 3.933651300202057e-05)	(10, 5.9004769503030854e-05)	(12, 7.375596187878856e-05)	(14, 0.00010325834663030399)	(16, 0.00012538513519394056)	(18, 0.00014259485963232456)	(20, 0.00017209724438384)	(22, 0.00020897522532323427)	(24, 0.00026552146276363883)	(26, 0.00036386274526869025)	(28, 0.0016250896933959749)	(30, 0.005848847776987934)	(32, 0.01556742502054964)	(34, 0.02597439124164671)	(36, 0.04171883057070544)	(38, 0.07013454415054005)	(40, 0.10320425892492621)	(42, 0.1381547507272215)	(44, 0.17446972782427436)	(46, 0.21523956501880603)	(48, 0.25984962929516)	(50, 0.30539147722324933)	(52, 0.3529345702503164)	(54, 0.4014438663779957)	(56, 0.45301403492364467)	(58, 0.5098036670382492)	(60, 0.5699565710145265)	(62, 0.6322287296287877)	(64, 0.6968512448949196)	(66, 0.7658819081493404)	(68, 0.8395690311303755)	(70, 0.9186157540079358)	(72, 1.0034572369571064)	(74, 1.0901057409723072)	(76, 1.1817991527800171)	(78, 1.2789750910873838)	(80, 1.3866366686418514)	(82, 1.4999184504914829)	(84, 1.6168831133709283)	(86, 1.7383468899249799)	(88, 1.867918905221573)	(90, 2.006373596860435)	(92, 2.1531602536595376)	(94, 2.3104350082378033)	(96, 2.4720982425478573)	(98, 2.6433595860304044)	(100, 2.828083851087893)	(102, 3.0226594541203253)	(104, 3.2281017688695655)	(106, 3.4452614474292824)	(108, 3.670954690778376)	(110, 3.906663993750608)	(112, 4.160448424447269)	(114, 4.430255108596065)	(116, 4.7118725807737185)	(118, 5.003919145961033)	(120, 5.312287905512122)	(122, 5.634608834518616)	(124, 5.976489844615365)	(126, 6.33543306722674)	(128, 6.701889563821501)	(130, 7.083598793332795)	(132, 7.480000210450344)	(134, 7.904367429780268)	(136, 8.345214189525976)	(138, 8.799523870846624)
SRR19173211_1 - polya	(1, 0.00032944329639192225)	(2, 0.0005703794385292983)	(3, 0.0006785548492848548)	(4, 0.001111256492307081)	(5, 0.002188093535737394)	(6, 0.0035107837854303357)	(7, 0.004051660839208118)	(8, 0.004685962111365701)	(9, 0.005241590357519241)	(10, 0.009421094863983927)	(12, 0.01540270337235368)	(14, 0.023587156608836583)	(16, 0.03688781506764479)	(18, 0.049890991146875216)	(20, 0.05982346067988541)	(22, 0.06985673002746329)	(24, 0.07869023572847952)	(26, 0.08809412086802507)	(28, 0.09601305264174434)	(30, 0.10455153449524543)	(32, 0.11281220222566973)	(34, 0.12195056590245165)	(36, 0.1346390498776659)	(38, 0.14640066726527007)	(40, 0.15839338666676106)	(42, 0.16926993251181977)	(44, 0.18078569669316127)	(46, 0.1904305179748442)	(48, 0.19939432587517963)	(50, 0.20893097174610697)	(52, 0.21782839928075154)	(54, 0.2274978058830607)	(56, 0.23879967777495376)	(58, 0.24919189280367504)	(60, 0.25806965208181853)	(62, 0.26749812254199035)	(64, 0.27596038990155003)	(66, 0.28566175742067335)	(68, 0.29603430419289367)	(70, 0.3046858785212756)	(72, 0.3140110906348171)	(74, 0.3246171979529869)	(76, 0.33445378473555465)	(78, 0.34375195299640726)	(80, 0.3547907619575993)	(82, 0.3667171009933994)	(84, 0.37620949328719944)	(86, 0.38772771600060363)	(88, 0.39718323031346436)	(90, 0.4067125005882038)	(92, 0.41708013029629887)	(94, 0.4285639335608262)	(96, 0.43865374914584454)	(98, 0.4502506448852527)	(100, 0.4617688675986568)	(102, 0.4714948204384064)	(104, 0.4835195007567116)	(106, 0.49358473102110356)	(108, 0.5043850623722208)	(110, 0.5159106606818129)	(112, 0.529666147572207)	(114, 0.5433134590518456)	(116, 0.5547161307583062)	(118, 0.5664039921840316)	(120, 0.5784090042458356)	(122, 0.5909032641881025)	(124, 0.603517992201438)	(126, 0.617661927157727)	(128, 0.6319263301850847)	(130, 0.644568102051109)	(132, 0.6556708328459293)	(134, 0.6675873377534789)	(136, 0.6802954899851942)	(138, 0.6930675640505378)
SRR19173211_2 - nextera_transposase_sequence	(1, 0.0)	(2, 4.917064125252571e-06)	(3, 2.4585320626262857e-05)	(4, 2.9502384751515427e-05)	(5, 4.425357712727314e-05)	(6, 5.408770537777828e-05)	(7, 5.9004769503030854e-05)	(8, 6.392183362828343e-05)	(9, 8.359009012929371e-05)	(10, 0.00011309247488080915)	(12, 0.00015488751994545598)	(14, 0.00021389228944848686)	(16, 0.000275355591014144)	(18, 0.00031715063607879086)	(20, 0.00038844806589495313)	(22, 0.0004941649445878833)	(24, 0.00060234035534344)	(26, 0.0007818131959151588)	(28, 0.0021217131700464846)	(30, 0.006446271068206121)	(32, 0.01628285785077389)	(34, 0.026778331226125503)	(36, 0.0426407800941903)	(38, 0.07120154706571985)	(40, 0.10438681284704945)	(42, 0.13946268978453868)	(44, 0.175932554401537)	(46, 0.21681056700682425)	(48, 0.2614845531168065)	(50, 0.30711982526327564)	(52, 0.35472929865603364)	(54, 0.4033467701944684)	(56, 0.4549439825928063)	(58, 0.5119204631441704)	(60, 0.571940606389066)	(62, 0.6340209995024423)	(64, 0.698454207799752)	(66, 0.767489788118298)	(68, 0.8410564430282644)	(70, 0.9198253517827479)	(72, 1.0043570596920275)	(74, 1.0908482176552203)	(76, 1.1822539812116029)	(78, 1.278893959529317)	(80, 1.3856434216885503)	(82, 1.4982048536438322)	(84, 1.6143434497502351)	(86, 1.7351188373267517)	(88, 1.8643712434552033)	(90, 2.002425194367857)	(92, 2.1488086519086886)	(94, 2.3055056514522376)	(96, 2.46684927659415)	(98, 2.6374836944007276)	(100, 2.82120979544079)	(102, 3.0148831172062382)	(104, 3.219248594912048)	(106, 3.435451904499404)	(108, 3.659906047688933)	(110, 3.893783744274509)	(112, 4.145353037582744)	(114, 4.412831491868233)	(116, 4.6919412613420075)	(118, 4.9807597739310925)	(120, 5.28562512529294)	(122, 5.604083700429048)	(124, 5.941903215558338)	(126, 6.296789860266379)	(128, 6.658774287039224)	(130, 7.0347920148255385)	(132, 7.424604566015249)	(134, 7.840775039448376)	(136, 8.27250064524174)	(138, 8.716804101067499)
SRR19173211_2 - polya	(1, 0.00028027265513939654)	(2, 0.00045728696364848913)	(3, 0.0005802135667798034)	(4, 0.000998164017426272)	(5, 0.001937323265349513)	(6, 0.0033632718616727585)	(7, 0.0038549782741980156)	(8, 0.004582703764735396)	(9, 0.005044907792509138)	(10, 0.008951515240022306)	(12, 0.014780694760509229)	(14, 0.022766006899919405)	(16, 0.0358970266464064)	(18, 0.04953942106191965)	(20, 0.05901214509921873)	(22, 0.06888069279860065)	(24, 0.07793546638525325)	(26, 0.08716479574835233)	(28, 0.09545988292765342)	(30, 0.10390985762689996)	(32, 0.11261551966065964)	(34, 0.12131380609823143)	(36, 0.1335253348532962)	(38, 0.1452648254523367)	(40, 0.15740505677758532)	(42, 0.16813654923094906)	(44, 0.17944333818696734)	(46, 0.1892602567130341)	(48, 0.198194562228618)	(50, 0.2075836961757878)	(52, 0.21650816756312122)	(54, 0.22565636536815362)	(56, 0.23714508569680626)	(58, 0.24790116347079624)	(60, 0.25631917725322867)	(62, 0.26530757047419035)	(64, 0.273730501320748)	(66, 0.2829352453632208)	(68, 0.2934135090141341)	(70, 0.3018536495851301)	(72, 0.3110338083069767)	(74, 0.32101790701330196)	(76, 0.33075123544923946)	(78, 0.3396339117915082)	(80, 0.35039244809756087)	(82, 0.3616303981558256)	(84, 0.3706925473386661)	(86, 0.38190345354424193)	(88, 0.39121391446540765)	(90, 0.40062517520114116)	(92, 0.4107936638121634)	(94, 0.4215939951632807)	(96, 0.4311257239700828)	(98, 0.44266853200411327)	(100, 0.45416216939689114)	(102, 0.46383649306332553)	(104, 0.4751777014682206)	(106, 0.48455700128713985)	(108, 0.4948090799882915)	(110, 0.5063076344451947)	(112, 0.5194484883199322)	(114, 0.532429537610599)	(116, 0.5435421025336697)	(118, 0.5541506683839021)	(120, 0.5655582571544882)	(122, 0.5771920308748357)	(124, 0.5889536482624398)	(126, 0.6027705984543996)	(128, 0.6168678213014986)	(130, 0.6295243443598988)	(132, 0.640186997915509)	(134, 0.6516363817311597)	(136, 0.6638011983770344)	(138, 0.6760078100679741)
SRR19173215_1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 5.841746616810865e-06)	(5, 5.841746616810865e-06)	(6, 5.841746616810865e-06)	(7, 5.841746616810865e-06)	(8, 5.841746616810865e-06)	(9, 5.257571955129778e-05)	(10, 7.302183271013581e-05)	(12, 9.638881917737926e-05)	(14, 0.00014020191880346073)	(16, 0.00017817327181273134)	(18, 0.0001898567650463531)	(20, 0.00020738200489678568)	(22, 0.0002716412176817052)	(24, 0.0003417421770834356)	(26, 0.0005111528289709507)	(28, 0.0032742989787224895)	(30, 0.013526564291225555)	(32, 0.03421218906135283)	(34, 0.05518990116232064)	(36, 0.08508503947385024)	(38, 0.13862756809023022)	(40, 0.20187615871044146)	(42, 0.2657702623318103)	(44, 0.33203903595291273)	(46, 0.4026920404099317)	(48, 0.4772385689870552)	(50, 0.5563095303188986)	(52, 0.6380355654880826)	(54, 0.7210088135599557)	(56, 0.8085824370925674)	(58, 0.9002803337366476)	(60, 0.9954628322376553)	(62, 1.0939605219437034)	(64, 1.1976047904191618)	(66, 1.3034922895954755)	(68, 1.415487334859665)	(70, 1.533624976691431)	(72, 1.6580892301092032)	(74, 1.7883134456911511)	(76, 1.91987250037504)	(78, 2.062828802708327)	(80, 2.2133501669103843)	(82, 2.3696577811363926)	(84, 2.5306972101220175)	(86, 2.697394370706024)	(88, 2.870981871424559)	(90, 3.0552159553522316)	(92, 3.2475437792174957)	(94, 3.4495864277065165)	(96, 3.6625560632422816)	(98, 3.8822729161204634)	(100, 4.114225307287556)	(102, 4.356231344382179)	(104, 4.609015403984819)	(106, 4.872755659367288)	(108, 5.146082220947942)	(110, 5.431962696008124)	(112, 5.732403724510707)	(114, 6.0467422682146825)	(116, 6.373439026886523)	(118, 6.718192624350923)	(120, 7.079452076881124)	(122, 7.454778455264606)	(124, 7.843137770350191)	(126, 8.245365391904087)	(128, 8.660024250258555)	(130, 9.094150729213547)	(132, 9.545229956850523)	(134, 10.0139278922838)	(136, 10.501602741601788)	(138, 11.001352481176724)
SRR19173215_1 - polya	(1, 0.00019861938497156938)	(2, 0.00036803003685908445)	(3, 0.0004439727428776257)	(4, 0.0007477435669517907)	(5, 0.0016240055594734203)	(6, 0.0025995772444808345)	(7, 0.0030318664941248385)	(8, 0.003569307182871438)	(9, 0.0038730780069456032)	(10, 0.006904944501070442)	(12, 0.011575420921210729)	(14, 0.01760994517637635)	(16, 0.02958844661414703)	(18, 0.04276742698167234)	(20, 0.05114741250348752)	(22, 0.05924699418769579)	(24, 0.06654041483878415)	(26, 0.07555130899521491)	(28, 0.08338509120835827)	(30, 0.09121887342150165)	(32, 0.09876641005042128)	(34, 0.10674623592898493)	(36, 0.11894964461150281)	(38, 0.129383004069127)	(40, 0.14052029399407695)	(42, 0.1506703287407858)	(44, 0.16132275369654042)	(46, 0.17090321814811024)	(48, 0.17902908769209414)	(50, 0.18793483040942233)	(52, 0.19599644074062134)	(54, 0.20467727621320225)	(56, 0.21564515548626464)	(58, 0.22545636892919851)	(60, 0.23283741577953904)	(62, 0.2412612144009803)	(64, 0.24897524080847905)	(66, 0.2579773723449846)	(68, 0.2672482242258634)	(70, 0.27418237746001795)	(72, 0.2821213111122639)	(74, 0.2905451097337052)	(76, 0.298209481294961)	(78, 0.3054094340001804)	(80, 0.31370471419605184)	(82, 0.3226279821532304)	(84, 0.3296760494464127)	(86, 0.33876288630886203)	(88, 0.3463396316708657)	(90, 0.35394850663926186)	(92, 0.3623226504144602)	(94, 0.37067050632988296)	(96, 0.3787408792810072)	(98, 0.3881577748273063)	(100, 0.3977323975322593)	(102, 0.40562459721157074)	(104, 0.4150473345044867)	(106, 0.42328127636088164)	(108, 0.43199132056654665)	(110, 0.44111028703538835)	(112, 0.4523644118926745)	(114, 0.4630927795544476)	(116, 0.472655718766167)	(118, 0.48174255562861634)	(120, 0.49149535160538205)	(122, 0.5012335432156058)	(124, 0.5109279217262035)	(126, 0.5242062117862145)	(128, 0.53773277607744)	(130, 0.5489518504550253)	(132, 0.558444688707343)	(134, 0.5688313141920327)	(136, 0.5792617527763484)	(138, 0.5893942622832069)
SRR19173215_2 - nextera_transposase_sequence	(1, 5.841746616810865e-06)	(2, 5.841746616810865e-06)	(3, 2.336698646724346e-05)	(4, 4.0892226317676053e-05)	(5, 4.673397293448692e-05)	(6, 4.673397293448692e-05)	(7, 4.673397293448692e-05)	(8, 5.8417466168108645e-05)	(9, 9.346794586897383e-05)	(10, 0.00010807231241100099)	(12, 0.00012559755226143358)	(14, 0.00015772715865389333)	(16, 0.00020446113158838024)	(18, 0.00023951161128924544)	(20, 0.00029792907745735406)	(22, 0.00040015964325154424)	(24, 0.0005199154488961669)	(26, 0.0007331392004097635)	(28, 0.0035693071828714383)	(30, 0.013731025422813938)	(32, 0.03412748373540907)	(34, 0.054792662392377504)	(36, 0.08417080612831934)	(38, 0.13669979170668262)	(40, 0.19880632086330735)	(42, 0.2614415280887534)	(44, 0.3262177354492607)	(46, 0.39558847652388973)	(48, 0.46852560390808173)	(50, 0.5458790917345828)	(52, 0.6255459112213411)	(54, 0.7065417280634236)	(56, 0.7920064810673666)	(58, 0.8814757513771333)	(60, 0.9741462988329125)	(62, 1.0697464822170222)	(64, 1.1705399783434771)	(66, 1.273483237224918)	(68, 1.3823032932028707)	(70, 1.4970556428701949)	(72, 1.6181784172231515)	(74, 1.7445558426579293)	(76, 1.872387863000293)	(78, 2.0108810709183365)	(80, 2.157038650397636)	(82, 2.308547269777934)	(84, 2.4647526534381483)	(86, 2.626230213420034)	(88, 2.794647768382691)	(90, 2.9732153580920575)	(92, 3.159558312548399)	(94, 3.355131226659301)	(96, 3.5614500336718273)	(98, 3.773917278998547)	(100, 3.9979044486536175)	(102, 4.23165025603207)	(104, 4.475803135008372)	(106, 4.730068077378373)	(108, 4.992409234446116)	(110, 5.266915828843366)	(112, 5.554829231726199)	(114, 5.855235209749081)	(116, 6.166752189837137)	(118, 6.495949216060971)	(120, 6.8415586294047355)	(122, 7.198553606904664)	(124, 7.567182422791972)	(126, 7.948905513720861)	(128, 8.342034614919072)	(130, 8.752487415709439)	(132, 9.178134599450129)	(134, 9.622054766608203)	(136, 10.083009466900897)	(138, 10.555142349344859)
SRR19173215_2 - polya	(1, 0.00022782811805562372)	(2, 0.00039723876994313877)	(3, 0.0004614979827280583)	(4, 0.0008120027797367101)	(5, 0.0014545949075859053)	(6, 0.0023074899136402913)	(7, 0.0026988869369666195)	(8, 0.0030844422136761364)	(9, 0.003569307182871438)	(10, 0.006536914464211356)	(12, 0.011046742852389345)	(14, 0.01699656178161121)	(16, 0.027833001755795363)	(18, 0.040906830684218076)	(20, 0.04930142057257529)	(22, 0.05735718915715747)	(24, 0.06496314325224523)	(26, 0.07373452579738674)	(28, 0.08115062312742813)	(30, 0.08849077775145098)	(32, 0.09590687508149237)	(34, 0.10365595196869198)	(36, 0.1148487384865016)	(38, 0.12524412659111653)	(40, 0.13579140010776852)	(42, 0.1457691033292815)	(44, 0.1561498870673544)	(46, 0.16511696812415907)	(48, 0.17321362893505893)	(50, 0.18192659401403233)	(52, 0.18957344033543777)	(54, 0.19764089241325355)	(56, 0.20780261065319605)	(58, 0.21717277222656067)	(60, 0.2245508982035928)	(62, 0.23222111151146546)	(64, 0.2390150628268165)	(66, 0.24665898827491353)	(68, 0.2549133762444673)	(70, 0.262087041089911)	(72, 0.26989453544327874)	(74, 0.27835630541772927)	(76, 0.28555333724964027)	(78, 0.292186640533029)	(80, 0.3001284950585834)	(82, 0.30840625001460437)	(84, 0.31532579888221685)	(86, 0.3237233096438824)	(88, 0.33086192400962533)	(90, 0.33759745785880824)	(92, 0.34492300811628906)	(94, 0.3526253510305542)	(96, 0.3596704974504281)	(98, 0.3681497926647291)	(100, 0.37701464315573957)	(102, 0.3839809259962865)	(104, 0.3922528392056907)	(106, 0.3991694671999948)	(108, 0.40693899020035323)	(110, 0.415330659215402)	(112, 0.42566470898054043)	(114, 0.4358527150802586)	(116, 0.4445043418197555)	(118, 0.45267402446336547)	(120, 0.46133149294947917)	(122, 0.4704329341784705)	(124, 0.4794438283349013)	(126, 0.49142817151928875)	(128, 0.5039265884059556)	(130, 0.5138166654282164)	(132, 0.5225179470139562)	(134, 0.5320107852662739)	(136, 0.5416847176637125)	(138, 0.551247656875432)
SRR19173217_1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.8849847346867492e-05)	(5, 1.8849847346867492e-05)	(6, 1.8849847346867492e-05)	(7, 2.3562309183584367e-05)	(8, 3.298723285701811e-05)	(9, 5.1837080203885605e-05)	(10, 7.304315846911154e-05)	(12, 9.424923673433745e-05)	(14, 0.00011781154591792182)	(16, 0.0001484425478565815)	(18, 0.000167292395203449)	(20, 0.00020027962806046712)	(22, 0.00024269178459091897)	(24, 0.00029688509571316297)	(26, 0.00043825895081466915)	(28, 0.002964138495294913)	(30, 0.012410268246993886)	(32, 0.03084777518314865)	(34, 0.0495185489802209)	(36, 0.07783101969521587)	(38, 0.12587221188962605)	(40, 0.18278225726073735)	(42, 0.23943311723082927)	(44, 0.2992413266315215)	(46, 0.3632695456069936)	(48, 0.4321516002742841)	(50, 0.5041745107557465)	(52, 0.5795856812978082)	(54, 0.6555788408767045)	(56, 0.7353914507742598)	(58, 0.8203854124612854)	(60, 0.9080536962406477)	(62, 0.9998100406633619)	(64, 1.0942454196402496)	(66, 1.192700528563857)	(68, 1.2966315181417292)	(70, 1.407164666752842)	(72, 1.5221063234122032)	(74, 1.641246783568079)	(76, 1.765495552354956)	(78, 1.8951141714047721)	(80, 2.032734550653333)	(82, 2.1774236226569696)	(84, 2.3261088622981423)	(86, 2.4834296882550984)	(88, 2.6449964423269368)	(90, 2.818523424540362)	(92, 3.000221815578654)	(94, 3.19021178321865)	(96, 3.387887776114331)	(98, 3.5925617748375367)	(100, 3.8099405706725307)	(102, 4.035940815437798)	(104, 4.272183596005171)	(106, 4.5188526983862785)	(108, 4.777682308537035)	(110, 5.051346748549776)	(112, 5.338462910875425)	(114, 5.636676920826542)	(116, 5.946563698747207)	(118, 6.268040776555276)	(120, 6.606044458024712)	(122, 6.958781651426644)	(124, 7.334013781406143)	(126, 7.722052026426921)	(128, 8.122830412023262)	(130, 8.537359761259143)	(132, 8.970241793118118)	(134, 9.425482100161396)	(136, 9.89128303418076)	(138, 10.37245366248057)
SRR19173217_1 - polya	(1, 0.00018849847346867493)	(2, 0.0002780352483662955)	(3, 0.00037228448510063296)	(4, 0.0006738820426505129)	(5, 0.0014184510128517787)	(6, 0.0022902564526444003)	(7, 0.0026107038575411477)	(8, 0.0030631001938659676)	(9, 0.0034259597552931667)	(10, 0.0064230854834450984)	(12, 0.010251960725777557)	(14, 0.015569973908512547)	(16, 0.026170656810207152)	(18, 0.03711534942598209)	(20, 0.044572820282586544)	(22, 0.05131399694001003)	(24, 0.05797034928437261)	(26, 0.06515449735444749)	(28, 0.07168596946013707)	(30, 0.07825042879868369)	(32, 0.08485494406284237)	(34, 0.09209564167495785)	(36, 0.10253138841236736)	(38, 0.11188091269641365)	(40, 0.12220591658066031)	(42, 0.13098758921338222)	(44, 0.14045256881242804)	(46, 0.14871822687402944)	(48, 0.15573272631798252)	(50, 0.16354127558142234)	(52, 0.17072777988241558)	(54, 0.17844679237095784)	(56, 0.18767850510908618)	(58, 0.1965874142113994)	(60, 0.20352651426596502)	(62, 0.21042555839491853)	(64, 0.21718558489968887)	(66, 0.22490459738823113)	(68, 0.2329204949724865)	(70, 0.23949909169654326)	(72, 0.2473170658836566)	(74, 0.25529997623505496)	(76, 0.2617183492566634)	(78, 0.2684618821450052)	(80, 0.2763835304925263)	(82, 0.28474579402178035)	(84, 0.29121364789267423)	(86, 0.29936620687019444)	(88, 0.3063453628503721)	(90, 0.31314780151167293)	(92, 0.3207466462233789)	(94, 0.32854812679406364)	(96, 0.33524924752587504)	(98, 0.3438117906831896)	(100, 0.35188423780948563)	(102, 0.3589152308698672)	(104, 0.36727985063003965)	(106, 0.3743980242344005)	(108, 0.3816882026958015)	(110, 0.3897465124365873)	(112, 0.399755781377774)	(114, 0.4094540278377373)	(116, 0.4180519144588272)	(118, 0.4258675324150222)	(120, 0.43432875764284734)	(122, 0.442964343958631)	(124, 0.4517978536715568)	(126, 0.46327269824396233)	(128, 0.4747381178926945)	(130, 0.48464606890439177)	(132, 0.4931497062887473)	(134, 0.5019620099234079)	(136, 0.5112879718982706)	(138, 0.5203735983194606)
SRR19173217_2 - nextera_transposase_sequence	(1, 4.712461836716873e-06)	(2, 4.712461836716873e-06)	(3, 9.424923673433746e-06)	(4, 3.7699694693734984e-05)	(5, 3.7699694693734984e-05)	(6, 3.7699694693734984e-05)	(7, 4.2412156530451856e-05)	(8, 4.7124618367168734e-05)	(9, 8.011185122418685e-05)	(10, 0.00011545531499956339)	(12, 0.00015786747153001524)	(14, 0.00020263585897882554)	(16, 0.00024740424642763584)	(18, 0.0002851039411213708)	(20, 0.0003746407160189914)	(22, 0.0004406151817330276)	(24, 0.0005725641131611001)	(26, 0.0007893373576500762)	(28, 0.0033599852895791304)	(30, 0.01266238495525824)	(32, 0.030779444486516257)	(34, 0.04922873257726282)	(36, 0.07694743310083146)	(38, 0.12400136454044944)	(40, 0.1796390452156472)	(42, 0.23517305173043718)	(44, 0.2938055019028685)	(46, 0.3565731373370189)	(48, 0.4241781148465592)	(50, 0.49466240653833343)	(52, 0.5682616355041776)	(54, 0.6423957288884891)	(56, 0.720174911503501)	(58, 0.8024804137126795)	(60, 0.8874861565542969)	(62, 0.9766011661175313)	(64, 1.0682538363798377)	(66, 1.1638579058922314)	(68, 1.2647658512018496)	(70, 1.3720261950673625)	(72, 1.483577235435206)	(74, 1.5990089881255858)	(76, 1.7193841132826817)	(78, 1.844891109379962)	(80, 1.9781665988150703)	(82, 2.1180418910525005)	(84, 2.2622879916434857)	(86, 2.4144533843510736)	(88, 2.5710249288759917)	(90, 2.739229185444845)	(92, 2.9152608411244856)	(94, 3.0993201755429736)	(96, 3.2907592251977595)	(98, 3.489278748762213)	(100, 3.699301391670092)	(102, 3.9176297485651848)	(104, 4.1458637002410565)	(106, 4.38298064247914)	(108, 4.631944713774729)	(110, 4.89452779977843)	(112, 5.16876716013525)	(114, 5.453404567534785)	(116, 5.748885349620607)	(118, 6.055767933120364)	(120, 6.378006073515064)	(122, 6.713022054180022)	(124, 7.0692134821082675)	(126, 7.437643173426466)	(128, 7.817564202933498)	(130, 8.21063535719589)	(132, 8.619599289002608)	(134, 9.050125089943226)	(136, 9.490655447363192)	(138, 9.945872192097287)
SRR19173217_2 - polya	(1, 0.0001743610879585243)	(2, 0.0003204474048967474)	(3, 0.0004052717179576511)	(4, 0.000556070496732591)	(5, 0.0012488023867299714)	(6, 0.0023609433801951535)	(7, 0.0026578284759083163)	(8, 0.0030301129610089492)	(9, 0.003388260060599432)	(10, 0.006232230779058065)	(12, 0.010402759504552498)	(14, 0.015812665693103467)	(16, 0.026564147373573016)	(18, 0.03729206674485898)	(20, 0.04414634248636366)	(22, 0.05142473979317288)	(24, 0.05806459852110695)	(26, 0.06496599888097881)	(28, 0.07149275852483168)	(30, 0.07833760934266293)	(32, 0.08480546321355685)	(34, 0.09183174381210171)	(36, 0.10174911974747236)	(38, 0.11062739784784695)	(40, 0.12050707408852387)	(42, 0.12900599901104276)	(44, 0.1380232947356005)	(46, 0.14615936009669217)	(48, 0.15293588021789103)	(50, 0.16044754438561776)	(52, 0.16694838548936866)	(54, 0.17399351593526038)	(56, 0.18272570771869673)	(58, 0.191226988872134)	(60, 0.19773254243772165)	(62, 0.20428993308351318)	(64, 0.21034073408185763)	(66, 0.21743063291519815)	(68, 0.2248716101553741)	(70, 0.23118866524749307)	(72, 0.238222014538793)	(74, 0.2458349966360091)	(76, 0.25185987909425167)	(78, 0.2577528126210661)	(80, 0.26485213637808)	(82, 0.27298584550825333)	(84, 0.27935002521873953)	(86, 0.28677922130432365)	(88, 0.292940765155831)	(90, 0.29898920992325706)	(92, 0.30553953187629357)	(94, 0.3124291510815736)	(96, 0.31900067911287533)	(98, 0.32691525876764127)	(100, 0.3345565156358777)	(102, 0.34096310750289427)	(104, 0.3485643084455186)	(106, 0.35473998968253606)	(108, 0.36167908973710167)	(110, 0.36950884507880677)	(112, 0.37837769825550793)	(114, 0.3875292991424121)	(116, 0.3953072174039133)	(118, 0.4033019089099035)	(120, 0.4111410891752819)	(122, 0.41907687490831314)	(124, 0.42736609527909813)	(126, 0.43755208153916164)	(128, 0.44791007265626537)	(130, 0.4566870328271505)	(132, 0.46409502283446946)	(134, 0.47206143956943936)	(136, 0.4801268180029803)	(138, 0.48802254781039933)
