"","SRR13639990","SRR13639992","SRR13639993","SRR13639994","SRR13639995","SRR13639999","SRR13640002","SRR13640004","SRR19173185","SRR19173191","SRR19173211","SRR19173215","SRR19173217","SRR19173231","SRR19173232","SRR19173243"
"ENSG00000289438.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182158.16",395,700,1067,525,620,852,776,138,105,25,600,273,322,971,313,591
"ENSG00000237243.1",0,0,1,0,0,0,1,1,0,0,0,0,14,0,2,3
"ENSG00000122787.15",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000234639.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231923.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231931.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222514.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233951.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284028.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225559.1",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000252820.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201465.1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213238.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213237.4",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214815.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000122779.18",291,336,493,296,641,448,510,141,27,4,118,56,42,266,101,69
"ENSG00000234995.1",0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,6
"ENSG00000157703.16",0,0,3,0,3,1,2,0,0,0,3,3,0,2,0,0
"ENSG00000252188.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234658.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243099.1",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000223721.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000105929.16",8,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000214128.11",3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000122778.10",7,5,4,5,3,3,6,2,1,0,0,0,0,0,4,0
"ENSG00000199646.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000146858.8",13,1,0,8,15,0,13,1,3,3,5,0,0,43,0,7
"ENSG00000105939.14",2279,2157,1860,1982,4011,3538,4076,791,661,275,5862,3017,3727,3680,2156,2804
"ENSG00000229677.1",19,12,9,9,34,14,16,3,9,10,141,61,102,85,37,5
"ENSG00000105948.13",8,14,8,7,46,30,88,12,4,0,28,29,58,62,16,21
"ENSG00000239254.1",0,1,0,1,2,0,2,1,0,0,0,0,1,0,0,0
"ENSG00000271537.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000228360.1",1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000271404.1",0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
"ENSG00000157741.15",170,274,214,257,710,347,616,90,33,9,272,40,140,124,102,186
"ENSG00000206843.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164898.13",3,1,0,1,1,3,5,0,0,0,2,3,3,2,1,1
"ENSG00000146963.18",408,519,405,486,399,611,273,61,92,38,303,288,230,269,210,397
"ENSG00000269955.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273391.1",1,1,3,0,12,1,2,1,0,3,7,5,3,1,0,2
"ENSG00000252332.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188883.5",0,0,3,0,1,1,0,1,0,0,0,0,2,0,0,0
"ENSG00000253183.1",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236279.7",42,1,10,15,18,2,16,5,2,0,0,0,0,0,0,0
"ENSG00000254270.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000064393.16",1117,2619,3315,1644,1190,1649,1408,186,151,71,571,445,674,955,601,911
"ENSG00000059377.19",441,857,817,680,1871,1854,2701,828,805,298,1384,1014,2935,1951,2146,2834
"ENSG00000059378.13",480,438,441,676,1449,865,1058,260,88,66,262,166,277,474,153,114
"ENSG00000006459.11",2833,3248,2212,2524,2321,2543,2022,482,103,44,343,338,287,770,276,339
"ENSG00000251728.1",13,7,2,12,13,6,9,2,0,0,0,0,0,1,0,0
"ENSG00000260231.2",180,82,75,112,102,60,125,20,12,22,34,49,8,66,46,79
"ENSG00000199971.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199283.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270512.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000241661.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157800.18",190,261,256,127,315,304,417,111,112,2,366,241,243,675,156,165
"ENSG00000223113.1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ENSG00000202472.1",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000146955.11",5,5,3,5,7,9,6,2,5,0,0,6,3,3,4,9
"ENSG00000103200.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133606.11",2618,3541,3469,3593,2983,5175,3383,851,614,229,1288,998,1021,1444,1069,1882
"ENSG00000146966.13",5,4,1,2,1,0,0,1,0,0,0,21,0,0,0,0
"ENSG00000201354.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285904.1",5,2,1,4,3,2,1,0,0,0,0,0,0,0,0,0
"ENSG00000240173.3",0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000133597.11",63,55,79,60,130,126,159,26,10,0,31,24,36,17,14,14
"ENSG00000090266.13",55,52,33,56,113,146,139,16,9,16,108,112,89,105,53,76
"ENSG00000240889.1",2,0,0,1,0,0,0,0,0,0,2,4,0,11,2,0
"ENSG00000157764.14",1628,1665,1679,1736,928,1166,848,164,104,71,440,547,243,399,251,334
"ENSG00000289788.1",4,15,9,12,8,5,3,0,6,0,10,37,16,11,0,10
"ENSG00000271932.1",0,0,0,0,0,1,0,0,1,2,2,14,1,3,4,1
"ENSG00000271611.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242703.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000090263.16",74,47,50,37,97,83,140,26,6,10,153,77,91,59,47,54
"ENSG00000223212.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261115.7",7,2,5,1,4,1,2,0,0,0,0,0,0,0,0,0
"ENSG00000261778.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261624.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285841.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000204990.3",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261629.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261570.2",1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0
"ENSG00000261797.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006530.18",145,217,193,103,327,290,293,41,66,30,847,527,504,520,334,622
"ENSG00000244701.1",2,1,1,1,3,3,2,0,0,0,1,1,0,1,0,0
"ENSG00000257093.7",919,1688,644,684,1442,1272,939,117,14,12,446,213,282,197,172,287
"ENSG00000270157.1",36,64,33,30,73,63,41,5,3,3,30,10,6,4,22,11
"ENSG00000228775.8",6,3,4,7,15,7,15,2,0,0,14,4,0,0,1,7
"ENSG00000214102.7",0,0,3,0,3,0,2,0,0,0,1,0,0,0,0,0
"ENSG00000212153.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000106028.11",265,321,232,176,544,550,619,66,84,41,892,856,519,528,488,590
"ENSG00000127362.2",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000127364.4",5,0,1,0,11,1,9,0,0,0,4,0,0,2,0,0
"ENSG00000270923.1",0,3,2,0,1,0,0,1,0,0,0,0,0,0,2,0
"ENSG00000127366.5",2,0,0,0,7,3,2,0,0,0,2,0,0,0,6,0
"ENSG00000241926.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224354.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239648.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240677.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000165076.14",1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000240031.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290669.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237621.4",1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000257335.8",581,1296,1276,1548,3784,1950,4399,1799,532,2,0,64,33,1679,579,232
"ENSG00000290670.1",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244292.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258083.2",1,17,1,4,0,0,1,0,0,0,3,0,1,0,0,0
"ENSG00000258227.7",189,441,185,247,20,49,101,10,97,10,7,17,80,245,68,200
"ENSG00000257138.1",0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0
"ENSG00000257743.9",9,17,16,27,102,29,141,56,24,0,0,0,0,340,9,22
"ENSG00000240268.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290605.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258223.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186163.9",0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000241881.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277083.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242736.1",1,1,0,0,9,0,0,0,0,0,53,4,11,1,8,0
"ENSG00000226660.2",28,19,17,5,55,35,39,33,18,0,155,78,87,7,57,304
"ENSG00000237702.2",9,16,9,15,47,15,21,2,9,1,139,73,55,9,39,168
"ENSG00000211710.3",36,7,4,2,52,6,29,1,7,2,121,131,105,7,96,77
"ENSG00000211734.3",59,13,27,25,60,38,75,24,9,1,393,319,215,28,121,144
"ENSG00000211706.2",12,4,0,10,24,7,28,0,10,2,203,50,73,14,43,56
"ENSG00000211707.3",0,1,0,0,1,2,1,0,0,0,1,0,0,0,1,0
"ENSG00000211745.3",28,9,2,4,59,8,22,10,3,1,69,59,52,10,62,100
"ENSG00000283063.1",22,2,7,7,70,32,20,4,4,4,59,37,39,4,12,66
"ENSG00000282939.1",56,26,7,20,139,47,90,20,5,0,211,94,73,21,83,220
"ENSG00000243889.1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242771.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211713.3",10,2,0,2,6,4,4,3,0,1,6,29,3,3,8,3
"ENSG00000211714.3",11,7,4,9,34,16,23,1,5,0,56,26,46,11,31,150
"ENSG00000239944.1",0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0
"ENSG00000211715.1",1,0,0,0,0,0,2,0,0,0,3,1,1,0,0,0
"ENSG00000211716.2",28,6,9,9,46,13,82,8,4,0,215,317,75,10,35,52
"ENSG00000211717.3",3,0,0,0,1,0,1,1,2,0,24,19,3,0,0,5
"ENSG00000211720.3",3,3,0,0,5,1,5,0,1,0,8,8,1,0,6,1
"ENSG00000244661.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000229769.2",12,56,2,6,5,4,15,4,1,0,17,32,17,17,8,9
"ENSG00000241657.1",20,3,4,9,23,23,27,4,4,0,50,45,61,33,31,74
"ENSG00000211739.4",1,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0
"ENSG00000211721.2",35,6,14,7,55,21,37,6,12,2,213,202,165,25,65,302
"ENSG00000253409.1",10,1,12,11,16,2,11,3,12,4,13,6,13,28,8,49
"ENSG00000230099.2",22,5,5,5,42,11,17,3,9,2,281,57,70,36,54,92
"ENSG00000211724.3",13,5,7,9,27,15,22,4,7,0,126,123,45,16,36,45
"ENSG00000227550.2",6,0,2,4,3,3,4,3,5,2,6,24,5,4,6,33
"ENSG00000211725.3",6,5,1,1,8,4,11,3,8,0,78,49,9,12,18,30
"ENSG00000253188.1",0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1
"ENSG00000211727.3",7,4,56,4,33,11,14,2,1,0,35,40,14,2,20,10
"ENSG00000211728.2",20,6,7,5,31,12,26,4,2,0,102,48,77,5,36,125
"ENSG00000253534.1",1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000253291.1",3,0,7,0,11,4,2,0,1,0,13,14,12,0,2,10
"ENSG00000211731.1",1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
"ENSG00000278030.1",64,27,31,23,79,37,76,29,7,0,316,179,126,36,104,119
"ENSG00000276405.1",15,1,3,2,18,4,16,2,1,0,26,54,31,3,25,29
"ENSG00000275791.1",7,1,3,3,42,11,12,0,2,0,116,80,72,6,49,71
"ENSG00000276597.1",4,0,1,1,8,2,5,0,1,0,20,4,15,2,5,1
"ENSG00000274752.1",18,5,7,6,40,9,18,4,2,0,130,173,63,8,40,95
"ENSG00000276953.1",32,7,9,2,29,7,27,8,12,0,194,53,58,27,19,50
"ENSG00000275158.1",4,1,0,0,8,1,7,1,0,0,10,16,28,2,13,3
"ENSG00000275743.1",23,2,8,5,32,16,16,6,3,0,56,36,96,0,20,28
"ENSG00000276819.1",30,9,37,17,29,11,25,1,3,1,77,60,16,13,18,82
"ENSG00000275243.1",2,0,1,0,0,0,0,0,1,0,12,6,10,0,0,0
"ENSG00000277880.1",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ENSG00000276557.1",23,8,10,4,26,13,27,2,4,1,135,82,45,15,39,47
"ENSG00000211746.3",62,15,18,22,112,55,45,10,17,1,361,234,199,35,109,240
"ENSG00000211747.3",88,42,34,59,124,81,110,23,15,1,409,475,217,43,171,198
"ENSG00000251578.1",20,4,2,8,16,8,8,0,3,0,35,10,5,5,8,4
"ENSG00000240578.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211749.1",38,4,4,1,303,18,27,12,3,1,93,41,10,7,26,67
"ENSG00000211750.2",26,10,0,6,32,13,11,0,4,3,70,25,24,1,24,17
"ENSG00000282499.1",14,2,1,2,8,8,7,3,1,0,48,32,1,2,13,16
"ENSG00000239992.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249912.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241911.1",0,0,0,0,0,1,0,0,0,0,9,0,0,0,2,0
"ENSG00000211752.3",32,4,1,7,31,6,26,9,11,0,108,173,68,14,40,55
"ENSG00000288882.2",489,85,147,265,189,70,480,82,563,151,174,363,273,147,814,2149
"ENSG00000211753.4",152,77,116,32,107,146,151,34,14,7,170,229,132,25,119,150
"ENSG00000244273.1",1,1,2,1,1,3,9,0,2,0,7,0,0,2,6,3
"ENSG00000286831.1",0,0,0,1,4,0,6,2,2,0,0,0,19,5,0,0
"ENSG00000232869.2",150,80,80,56,140,156,108,21,13,3,303,220,167,33,82,76
"ENSG00000204983.15",1,1,0,0,5,1,4,0,0,0,1,0,0,0,0,0
"ENSG00000275896.7",0,0,0,2,1,1,3,0,0,0,4,0,6,0,0,2
"ENSG00000250591.3",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"ENSG00000243661.1",0,0,0,1,2,0,8,0,0,3,0,0,6,4,5,7
"ENSG00000282431.1",13,7,1,7,32,4,20,2,0,1,47,34,15,2,13,15
"ENSG00000282320.1",2,5,5,4,8,3,9,2,0,0,26,13,20,3,2,9
"ENSG00000282420.1",5,2,0,2,9,1,2,1,0,0,15,0,7,6,2,9
"ENSG00000282133.1",7,1,2,6,5,3,17,0,0,0,46,8,17,15,6,11
"ENSG00000281958.1",15,3,4,6,28,8,26,2,0,0,21,10,26,12,7,16
"ENSG00000282173.1",15,14,15,16,28,26,36,2,1,0,64,14,49,13,9,22
"ENSG00000282780.1",14,3,3,10,22,13,16,1,1,0,62,30,32,11,21,32
"ENSG00000211751.9",1083,518,359,447,1723,867,1794,300,177,33,5187,2982,3108,620,1168,3188
"ENSG00000292271.1",0,1,1,0,2,4,0,1,0,0,2,2,0,0,0,1
"ENSG00000211764.1",7,26,15,16,20,35,12,0,1,0,21,29,13,8,36,39
"ENSG00000211765.1",2,3,5,5,2,9,5,1,0,0,4,12,5,4,10,5
"ENSG00000211766.1",5,2,3,5,2,4,1,1,0,0,5,8,10,1,1,7
"ENSG00000211767.1",2,2,2,2,3,4,3,1,0,0,6,14,5,3,0,4
"ENSG00000211768.1",0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,0
"ENSG00000211769.1",0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000211770.1",8,7,1,6,5,4,7,0,0,0,7,4,6,0,3,5
"ENSG00000211771.1",12,13,6,15,14,19,5,3,1,1,10,22,6,3,14,14
"ENSG00000290099.1",44,32,9,16,51,32,25,5,2,0,47,26,12,4,5,10
"ENSG00000211772.11",2217,933,1055,739,3613,2015,2633,437,378,55,7780,7278,4197,964,2601,4773
"ENSG00000237254.2",24,12,17,7,39,10,9,8,8,0,196,74,73,14,42,64
"ENSG00000289938.1",38,9,18,4,27,15,14,2,7,0,90,134,110,64,20,12
"ENSG00000106123.12",128,63,93,59,361,258,398,66,78,27,402,240,136,137,66,90
"ENSG00000165125.22",1,1,3,1,4,1,6,1,0,0,0,0,0,0,0,2
"ENSG00000224970.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286569.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000127412.7",1,0,0,0,25,2,10,4,1,0,2,15,0,6,0,0
"ENSG00000165131.8",0,0,0,0,6,1,5,3,0,0,0,0,0,18,2,0
"ENSG00000197993.9",20,5,3,11,2,3,9,3,3,0,0,0,8,63,0,2
"ENSG00000179468.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239293.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225781.2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290761.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179420.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159763.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236398.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268170.2",0,3,0,0,19,1,28,10,4,0,0,0,0,0,0,0
"ENSG00000221937.4",0,0,0,0,10,0,7,3,0,0,0,0,5,2,0,0
"ENSG00000279223.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000197448.14",1619,1566,1658,1207,3398,3474,3864,946,510,239,4705,3452,4341,1630,2122,2826
"ENSG00000231840.2",0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
"ENSG00000178826.11",0,1,0,0,0,0,0,1,0,0,5,0,2,0,0,0
"ENSG00000106144.20",305,418,300,291,979,1088,848,191,204,95,1736,753,1608,1072,491,735
"ENSG00000239419.3",0,1,0,0,3,0,1,2,0,0,0,0,7,0,0,0
"ENSG00000240322.3",1,0,2,0,2,0,2,0,0,0,0,7,0,0,2,0
"ENSG00000231531.5",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000188037.14",8,3,1,2,5,2,4,8,0,0,15,19,0,1,0,2
"ENSG00000159784.18",15,26,26,39,43,14,57,8,5,0,52,0,0,33,0,0
"ENSG00000272619.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232533.3",160,225,178,222,170,110,180,59,12,5,26,14,46,29,16,53
"ENSG00000159840.16",7398,9081,10323,8762,6160,5985,8485,3160,1926,282,1044,415,435,1208,550,826
"ENSG00000278449.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000146904.9",129,80,46,99,219,53,124,19,20,21,333,69,168,84,64,124
"ENSG00000229153.7",65,62,54,45,110,50,51,19,29,21,198,44,58,26,23,95
"ENSG00000234066.1",1,1,0,4,0,0,0,0,3,0,0,4,16,0,0,0
"ENSG00000185899.1",8,10,3,5,2,6,1,1,5,0,5,29,0,21,0,0
"ENSG00000221855.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236853.2",1,1,1,2,3,1,0,0,2,0,0,9,5,0,0,12
"ENSG00000176510.5",2,1,1,0,1,0,1,1,0,0,3,1,0,0,0,0
"ENSG00000229977.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229877.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271079.1",2,2,1,1,2,2,1,1,0,0,4,0,0,0,0,0
"ENSG00000252037.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230556.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223459.6",9,6,5,9,8,6,8,0,6,3,33,27,16,24,5,16
"ENSG00000290786.1",0,1,0,0,0,0,0,0,0,3,11,13,0,2,0,0
"ENSG00000170379.21",496,519,357,434,161,494,123,23,30,3,178,182,84,195,94,101
"ENSG00000283537.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283528.2",2,0,3,0,1,1,0,0,0,0,4,10,0,0,0,4
"ENSG00000291149.1",16,15,5,18,14,23,3,1,3,0,17,8,7,7,2,18
"ENSG00000252523.1",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000271321.1",1,0,1,0,0,1,0,0,0,0,4,0,4,0,0,0
"ENSG00000241136.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232145.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159860.8",7,8,6,3,8,8,4,1,1,0,2,7,2,0,0,4
"ENSG00000290602.1",1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
"ENSG00000253882.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198420.10",97,80,81,81,98,112,115,13,16,6,191,79,114,119,48,77
"ENSG00000221910.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213215.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270729.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273377.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242280.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221813.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000221836.4",2,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221933.3",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239967.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221858.3",4,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0
"ENSG00000221989.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239981.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221938.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273234.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290815.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183122.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240621.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288784.1",0,3,6,0,7,2,3,0,0,0,0,0,2,0,1,0
"ENSG00000213214.6",23,8,21,17,7,6,13,0,0,0,0,10,0,1,0,3
"ENSG00000244198.7",13,2,7,6,45,10,14,7,1,0,16,12,20,6,5,25
"ENSG00000212807.3",3,2,0,0,17,1,3,1,0,0,4,0,3,6,0,0
"ENSG00000290816.1",5,0,9,4,12,1,4,1,2,0,9,20,0,1,3,23
"ENSG00000170356.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284644.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243896.4",7,1,8,7,21,6,10,3,0,0,11,4,1,0,0,2
"ENSG00000289604.1",4,0,1,5,0,1,1,0,0,0,0,0,0,0,1,0
"ENSG00000204959.4",31,15,13,34,31,17,15,5,1,0,14,10,4,16,0,3
"ENSG00000290818.1",8,2,1,1,20,6,1,0,1,0,1,4,0,2,0,6
"ENSG00000228960.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244479.7",4,2,4,3,7,2,2,1,0,0,3,9,2,3,0,2
"ENSG00000221970.4",1,1,0,2,11,1,3,0,1,0,10,5,4,2,1,0
"ENSG00000050327.15",45,40,40,64,82,39,50,14,5,0,40,12,29,22,11,24
"ENSG00000106410.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242978.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221507.1",1,0,0,2,5,5,3,0,0,0,0,0,0,1,7,0
"ENSG00000196511.15",120,87,54,60,225,319,357,83,66,19,362,107,258,138,204,240
"ENSG00000243746.1",7,1,6,6,5,7,7,2,0,0,23,2,43,16,9,15
"ENSG00000200673.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236343.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214035.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225918.1",2,2,1,0,4,3,0,0,0,0,0,0,0,0,0,0
"ENSG00000226592.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231839.1",0,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000230746.4",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280144.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000174469.23",4,6,3,5,81,41,4,6,0,0,121,0,40,128,59,0
"ENSG00000274127.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274118.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236795.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226857.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232391.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
