"","SRR13639990","SRR13639992","SRR13639993","SRR13639994","SRR13639995","SRR13639999","SRR13640002","SRR13640004","SRR19173185","SRR19173191","SRR19173211","SRR19173215","SRR19173217","SRR19173231","SRR19173232","SRR19173243"
"ENSG00000221442.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230190.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270634.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207318.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251936.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242266.3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199370.2",0,0,0,0,7,2,0,0,0,0,6,0,0,1,0,0
"ENSG00000243374.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274133.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283504.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283648.1",2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000213210.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287636.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170279.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213209.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270200.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273314.1",4,1,5,5,12,5,15,3,0,0,2,0,0,4,1,0
"ENSG00000055130.18",549,775,669,575,990,1229,1238,229,155,228,1656,993,1589,1283,801,1185
"ENSG00000106462.12",254,215,183,246,179,287,281,77,99,45,327,326,212,270,179,231
"ENSG00000251712.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000275586.1",1,0,0,0,0,0,0,0,0,0,0,6,1,0,5,2
"ENSG00000239468.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286180.1",3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000286171.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000252316.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202354.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201098.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000281189.1",1,2,0,4,4,2,3,0,0,0,0,0,0,1,13,0
"ENSG00000155660.11",162,272,252,185,689,563,1030,149,605,191,1920,1420,1920,2625,1217,2789
"ENSG00000202528.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234565.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197362.15",33,31,49,27,110,72,89,7,4,11,223,39,172,87,22,49
"ENSG00000204947.9",2,0,10,4,24,5,14,1,1,0,15,1,34,44,11,0
"ENSG00000240877.3",0,0,0,0,0,0,0,0,0,4,9,15,3,2,0,0
"ENSG00000197024.9",225,264,376,227,442,466,405,78,7,14,229,99,302,240,127,120
"ENSG00000239719.1",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"ENSG00000170265.12",186,270,365,176,342,401,347,62,18,3,58,72,19,14,23,24
"ENSG00000170260.9",110,211,259,167,144,170,87,14,28,4,222,236,323,119,68,107
"ENSG00000204946.10",134,132,124,92,276,310,291,38,14,36,733,124,530,83,99,56
"ENSG00000271664.1",4,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000290600.1",11,2,3,4,23,22,7,2,2,1,21,23,20,1,7,1
"ENSG00000244560.8",1,1,0,0,5,5,1,0,0,0,0,3,0,1,1,0
"ENSG00000231397.1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215311.3",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
"ENSG00000228151.1",0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ENSG00000261842.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000196453.8",220,252,280,211,210,441,225,33,5,0,5,2,4,2,1,4
"ENSG00000181220.18",887,1247,1596,1084,831,1316,718,236,21,5,75,51,48,45,54,15
"ENSG00000288997.2",3,4,3,5,32,2,32,7,1,9,3,10,0,2,7,9
"ENSG00000291118.1",100,74,45,51,428,141,368,58,6,0,139,60,88,138,39,72
"ENSG00000133624.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133619.18",75,69,47,46,135,116,124,18,9,25,225,127,127,48,28,68
"ENSG00000181444.13",256,474,676,324,995,944,1382,467,51,14,104,5,40,153,46,7
"ENSG00000197558.13",13,20,34,16,51,52,53,11,7,1,21,8,13,18,4,1
"ENSG00000106479.11",175,64,51,35,589,327,471,57,34,31,247,291,255,178,92,113
"ENSG00000280149.1",2,3,1,1,14,4,10,1,0,0,11,6,8,9,1,2
"ENSG00000273419.1",1,2,0,0,1,5,5,0,0,0,4,1,0,0,0,0
"ENSG00000204934.10",14,2,0,2,34,4,14,0,1,0,40,0,0,1,4,1
"ENSG00000171130.19",114,116,60,49,369,239,305,47,53,5,837,723,443,192,336,527
"ENSG00000273293.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279536.1",2,0,0,0,1,0,1,0,0,0,5,9,0,2,5,0
"ENSG00000273011.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224016.2",0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000260555.1",0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0
"ENSG00000241449.6",0,0,0,0,0,1,0,0,1,0,19,3,0,0,0,0
"ENSG00000276538.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286912.1",3,0,2,1,11,6,19,1,6,0,86,62,99,69,56,43
"ENSG00000106526.12",7,7,7,1,23,8,12,6,3,0,42,43,35,45,26,29
"ENSG00000188707.7",88,131,120,143,225,307,276,27,26,5,198,93,19,96,102,113
"ENSG00000127399.15",3,6,11,11,34,5,33,5,10,7,35,16,46,28,32,4
"ENSG00000261305.2",3,6,0,2,10,0,1,4,0,0,0,0,0,0,0,0
"ENSG00000106538.10",1,3,0,1,5,0,1,0,0,0,0,0,0,0,1,0
"ENSG00000240449.1",11,1,7,7,10,15,1,0,0,0,2,2,0,0,0,0
"ENSG00000214022.12",378,375,574,510,974,1083,879,106,14,5,65,14,67,39,36,27
"ENSG00000196456.13",18,12,13,18,38,15,23,8,0,0,3,0,0,0,0,0
"ENSG00000284048.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239377.1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284691.1",93,42,67,73,296,107,158,19,19,0,240,79,59,47,16,61
"ENSG00000242258.2",3,3,4,2,34,14,27,3,0,0,11,18,36,13,10,34
"ENSG00000171115.4",142,66,45,32,948,157,836,104,32,74,1550,130,1354,984,225,139
"ENSG00000271582.1",0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
"ENSG00000213205.3",5,1,0,0,1,0,0,2,0,0,0,0,0,3,0,0
"ENSG00000179144.5",727,403,310,297,1170,722,814,77,40,17,3127,1410,2022,679,289,440
"ENSG00000243853.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133574.10",457,416,435,456,3481,871,2878,569,180,274,5078,785,4003,2509,1609,1483
"ENSG00000271568.1",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232361.3",0,1,0,0,0,3,1,0,0,0,2,0,0,0,3,6
"ENSG00000133561.15",250,280,251,135,1197,932,1522,108,50,58,2611,443,2149,2396,701,803
"ENSG00000270990.1",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000106560.11",251,165,135,108,1005,489,1032,178,76,44,1161,411,1020,435,754,593
"ENSG00000213203.3",111,75,75,44,638,231,824,81,38,12,456,144,285,134,54,22
"ENSG00000281887.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196329.12",81,36,37,24,118,54,105,6,1,8,153,94,44,84,59,71
"ENSG00000177590.7",2,1,2,1,7,3,7,2,3,0,10,0,7,5,2,0
"ENSG00000241134.3",0,0,0,1,1,2,1,0,0,0,1,0,3,2,2,4
"ENSG00000289470.1",2,6,5,1,6,11,12,1,2,4,59,26,107,2,14,32
"ENSG00000106565.19",90,234,352,193,847,910,480,88,59,210,2642,1719,2830,45,742,1838
"ENSG00000002933.9",97,376,453,39,396,729,303,66,13,49,1018,715,1271,10,296,311
"ENSG00000002726.21",1,0,9,4,43,8,1,0,0,0,5,0,0,0,33,0
"ENSG00000289052.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000055118.17",34,55,17,46,30,76,14,9,1,0,14,3,0,6,7,13
"ENSG00000164867.11",16,5,5,1,28,12,18,1,1,0,23,11,0,32,0,7
"ENSG00000181652.20",67,29,118,19,57,27,37,1,4,0,106,71,22,8,10,29
"ENSG00000197150.13",125,67,106,50,212,177,235,38,34,43,401,265,257,340,179,328
"ENSG00000243433.1",1,1,2,0,2,0,2,0,0,0,3,5,2,0,2,0
"ENSG00000213199.8",30,19,17,7,30,18,21,3,0,0,11,6,12,9,0,6
"ENSG00000164885.13",17,8,24,14,65,82,136,27,32,15,135,108,240,59,88,165
"ENSG00000164889.15",131,213,359,171,407,267,539,94,16,14,67,62,104,37,7,16
"ENSG00000288608.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244151.1",2,0,3,1,2,0,0,0,0,0,4,2,5,0,0,0
"ENSG00000164896.21",335,270,241,209,659,690,691,96,75,73,727,307,780,387,188,144
"ENSG00000164897.14",357,353,392,422,383,405,490,90,6,1,18,5,0,11,5,3
"ENSG00000133612.20",637,848,1126,1819,311,549,602,91,9,20,154,95,257,53,73,79
"ENSG00000164900.5",1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000146926.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278685.4",0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,5
"ENSG00000285480.2",1,0,1,0,8,3,3,0,0,0,0,0,0,0,0,0
"ENSG00000285292.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000033050.9",35,43,36,30,113,57,87,11,21,18,194,88,139,132,106,114
"ENSG00000033100.17",1016,1563,1146,1432,1094,1579,1139,261,105,37,501,276,395,826,229,178
"ENSG00000284191.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000082014.17",160,182,296,119,191,291,246,84,9,17,47,1,6,52,12,4
"ENSG00000272661.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243018.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000013374.17",671,756,489,1080,1701,1847,1518,499,140,58,1158,955,907,963,752,1165
"ENSG00000187260.16",22,55,17,19,32,25,9,5,0,1,15,10,8,7,7,1
"ENSG00000243836.7",21,22,17,11,58,33,22,4,4,1,82,22,56,14,55,22
"ENSG00000241456.1",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000127377.10",2,0,0,0,3,1,0,0,0,0,14,0,0,0,4,0
"ENSG00000265810.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241959.3",1,0,2,0,0,1,0,0,0,0,1,9,4,0,1,0
"ENSG00000106615.10",1130,1023,1506,1191,469,750,637,169,254,29,536,325,423,332,477,877
"ENSG00000240132.1",8,4,6,8,1,4,1,1,2,14,22,11,6,6,2,12
"ENSG00000106617.16",1150,2443,2098,1436,791,1015,710,164,98,45,569,360,434,525,358,279
"ENSG00000290095.1",5,3,13,11,0,0,0,0,1,2,20,24,28,14,10,0
"ENSG00000242048.3",6,5,7,6,1,1,6,4,17,4,20,37,54,22,59,21
"ENSG00000239911.4",179,358,131,142,42,119,66,20,5,10,73,7,35,8,55,100
"ENSG00000212219.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222941.2",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227562.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000106648.15",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276213.1",1,0,0,1,2,3,1,0,2,0,1,0,0,1,1,1
"ENSG00000178234.13",258,459,318,283,517,481,568,90,90,37,670,509,294,374,387,575
"ENSG00000229591.1",5,8,8,4,9,0,9,1,1,0,6,30,11,3,6,0
"ENSG00000213188.3",1,8,7,2,7,1,1,0,0,2,9,35,7,26,4,3
"ENSG00000055609.21",4756,7009,4650,5342,4158,3143,3643,749,509,361,2361,2987,2527,3482,1492,2083
"ENSG00000270405.1",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5
"ENSG00000204894.4",0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0
"ENSG00000241007.1",0,1,0,1,1,0,0,0,0,0,3,29,24,2,3,7
"ENSG00000253088.1",0,0,0,0,0,0,0,0,2,0,0,5,3,0,1,3
"ENSG00000241735.2",0,1,2,2,2,1,1,0,2,0,4,5,0,0,0,4
"ENSG00000020219.9",0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261455.1",113,98,135,148,141,107,162,33,8,0,18,2,0,28,1,12
"ENSG00000231139.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000285912.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225416.1",0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0
"ENSG00000212590.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196584.4",2,4,13,4,26,7,19,4,4,0,7,12,12,7,6,21
"ENSG00000289146.2",0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,7
"ENSG00000214003.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244328.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133627.18",68,29,41,45,87,75,94,19,61,31,32,78,11,57,29,22
"ENSG00000286565.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224104.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234722.5",5,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000285524.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233489.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287744.1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000130226.18",1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000226509.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270114.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203335.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233363.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286461.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236408.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214106.9",44,34,14,16,187,64,159,18,7,14,201,83,130,102,49,102
"ENSG00000157212.20",132,146,162,134,264,221,294,56,3,16,75,23,98,123,51,187
"ENSG00000272760.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273183.1",8,4,0,1,10,4,11,3,0,0,5,1,9,3,4,5
"ENSG00000273344.2",57,41,29,29,194,126,174,26,11,2,158,89,71,54,36,114
"ENSG00000220575.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000157219.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283339.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274637.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228806.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201066.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000217825.2",0,0,4,0,1,0,2,0,0,0,0,4,0,9,0,0
"ENSG00000287865.2",0,8,7,2,1,1,0,0,1,0,0,0,3,0,0,0
"ENSG00000228521.2",0,0,0,0,0,0,2,0,1,0,1,0,5,0,0,0
"ENSG00000278998.1",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290007.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289248.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000225612.2",0,0,0,0,2,0,1,0,0,11,3,0,27,0,1,2
"ENSG00000273117.1",63,39,42,61,66,61,51,8,11,13,7,48,11,14,10,61
"ENSG00000186480.13",5161,3646,6551,4623,744,2611,999,330,378,353,987,778,292,1479,488,1224
"ENSG00000204960.7",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000218672.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260426.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288051.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236544.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164778.4",1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000146910.14",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283128.3",5,0,3,1,1,1,0,2,0,0,4,0,0,0,0,0
"ENSG00000227365.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287610.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216895.9",16,8,4,3,28,8,25,6,9,0,44,16,31,37,16,8
"ENSG00000184863.11",1789,2663,2289,2307,2852,3751,2750,531,117,36,886,839,500,551,377,424
"ENSG00000164690.8",2,2,1,4,8,2,3,2,0,0,18,0,24,0,0,0
"ENSG00000204876.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289588.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000207061.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270584.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182648.15",5,1,6,2,9,3,18,1,1,1,53,25,17,10,7,13
"ENSG00000279418.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234450.1",0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
"ENSG00000105982.17",10,14,19,26,26,9,22,6,1,0,13,7,8,2,4,0
"ENSG00000224903.2",13,14,10,12,22,23,14,2,0,0,7,1,15,16,0,0
"ENSG00000105983.23",505,514,417,565,506,481,526,95,93,21,256,54,86,319,145,96
"ENSG00000206938.1",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ENSG00000230033.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000146909.8",130,112,116,51,340,273,339,42,17,17,90,116,47,61,57,52
"ENSG00000130675.15",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000235029.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243479.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236102.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229365.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269446.2",3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"ENSG00000009335.19",498,543,556,455,1268,1103,1447,271,55,60,450,201,288,556,162,353
"ENSG00000225224.1",2,0,2,2,2,2,4,1,1,4,15,21,31,20,8,9
"ENSG00000236018.2",6,3,7,0,2,2,3,1,0,0,2,27,1,13,0,0
"ENSG00000224629.1",2,0,0,0,2,1,2,0,0,0,1,0,0,4,0,0
"ENSG00000229660.1",0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000105993.15",2836,3295,2681,3667,2509,3787,2051,683,786,221,1901,1689,1900,1722,2082,3607
"ENSG00000234210.1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223872.2",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233191.2",4,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0
"ENSG00000280266.1",0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"ENSG00000155093.20",50,58,134,212,116,194,172,63,67,0,58,4,0,135,191,46
"ENSG00000207960.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222012.1",1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000231515.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233038.7",20,19,49,44,35,23,18,18,11,10,19,13,25,71,21,46
"ENSG00000272839.1",5,5,13,10,7,8,8,3,0,3,0,0,2,1,7,0
"ENSG00000285821.1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000231980.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289418.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207637.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225365.1",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232715.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000265598.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224324.1",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"ENSG00000146918.20",62,48,35,42,141,157,157,39,81,9,280,127,82,221,223,291
"ENSG00000228030.2",1,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0
"ENSG00000117868.18",2675,3406,2389,2521,3750,2653,4533,567,106,61,944,540,653,755,378,631
"ENSG00000126870.16",210,186,160,145,294,360,255,32,4,6,114,109,73,14,37,24
"ENSG00000286407.1",0,0,0,1,1,1,1,0,0,0,0,0,20,0,0,0
"ENSG00000231419.6",0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0
"ENSG00000106018.14",7,8,15,12,1,12,7,2,0,0,2,0,1,2,0,0
"ENSG00000287184.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229435.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253620.2",3,3,4,0,9,1,2,3,0,0,4,2,0,0,1,0
"ENSG00000253896.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254193.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253612.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176269.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255464.1",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000253166.2",1,1,5,4,0,1,4,0,0,0,4,0,0,0,0,0
"ENSG00000223508.5",7,5,21,1,9,5,17,2,1,2,18,6,4,9,3,11
"ENSG00000172748.14",16,26,33,14,46,25,38,4,15,0,61,6,16,14,35,34
"ENSG00000272812.1",9,8,17,7,30,7,8,3,3,0,11,11,10,22,6,31
"ENSG00000272240.1",10,11,13,7,21,6,17,2,2,0,26,14,31,26,1,23
"ENSG00000273402.1",2,5,4,6,3,2,5,0,1,0,10,0,2,2,0,2
"ENSG00000254104.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288985.2",0,0,3,0,1,0,0,0,0,0,0,2,0,1,6,0
"ENSG00000249868.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182366.11",0,0,0,2,3,1,2,0,0,0,0,0,1,0,1,1
"ENSG00000147364.17",165,176,278,153,430,311,418,50,23,3,172,242,144,150,153,145
"ENSG00000272293.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279852.1",0,2,0,1,1,1,0,0,0,0,12,8,13,0,0,0
"ENSG00000180190.13",17,1,10,15,34,7,58,3,5,14,5,27,23,28,2,23
"ENSG00000104714.14",425,448,1899,303,569,667,654,203,48,16,430,326,521,320,253,438
"ENSG00000254207.1",0,1,2,0,1,5,2,2,1,0,5,10,5,9,5,7
"ENSG00000198010.13",2,0,11,0,0,2,0,2,5,0,0,0,0,0,0,0
"ENSG00000282375.1",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282759.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282692.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254160.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275427.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260721.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282160.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000281961.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253267.5",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283576.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254265.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182372.10",194,290,254,200,163,321,170,38,24,11,147,196,174,84,79,165
"ENSG00000282021.1",3,8,9,3,7,8,5,0,0,0,0,3,0,0,4,0
"ENSG00000253982.3",340,411,426,279,237,323,346,54,22,4,61,76,8,15,21,32
"ENSG00000283239.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283858.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287464.1",0,1,0,1,1,0,3,0,0,0,3,0,0,0,1,4
"ENSG00000207826.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000104728.16",3,2,1,3,6,1,10,2,0,0,11,2,0,0,0,4
"ENSG00000285957.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253764.4",0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000253696.2",0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0
"ENSG00000176595.4",226,289,312,146,339,294,275,50,7,0,78,3,35,86,25,22
"ENSG00000270988.1",1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0
"ENSG00000289473.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253805.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000036448.10",11,39,8,16,803,14,14,119,24,2,246,992,377,1143,600,2347
"ENSG00000273593.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287970.1",1,3,1,1,19,1,0,2,0,0,0,4,1,14,0,0
