"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","direction","significant"
"ENSG00000203710.12",824.260311405048,1.88912438922539,0.413975047823867,1.36390606654626e-07,4.91900535131744e-05,"Up",TRUE
"ENSG00000089558.9",30.9791560682025,-3.69846031423978,0.865575671372382,1.39006816112943e-07,4.91900535131744e-05,"Down",TRUE
"ENSG00000173166.18",137.470505141559,-2.95613024253382,0.783332702312108,1.42069658653672e-07,4.93428971861039e-05,"Down",TRUE
"ENSG00000241399.7",210.067679739185,1.58706535602684,0.342440014854516,1.6475579187754e-07,5.6181725030241e-05,"Up",TRUE
"ENSG00000141867.19",1392.21368310828,-0.932073390400978,0.197878430595677,2.02180342263842e-07,6.77123628421134e-05,"NS",FALSE
"ENSG00000289172.2",176.8110792538,4.8245436660273,1.61324898561818,2.21058628183266e-07,7.27360451153885e-05,"Up",TRUE
"ENSG00000119121.22",72.3911934675147,3.34276410802054,1.12124886807878,2.38762079645255e-07,7.72066000645993e-05,"Up",TRUE
"ENSG00000135083.17",124.621676308687,2.03922258994676,0.46118196762724,2.74242793679823e-07,8.57237265910848e-05,"Up",TRUE
"ENSG00000186918.14",536.165931205234,-2.11429362898981,0.469044241070761,2.72081852040024e-07,8.57237265910848e-05,"Down",TRUE
"ENSG00000079385.23",186.695024333732,2.91365724783304,0.698082053538123,2.94885658747417e-07,9.06652545870131e-05,"Up",TRUE
"ENSG00000165525.18",651.213525772163,-0.686770141735199,0.14378548849239,3.37795374685228e-07,0.000102183100842281,"NS",FALSE
"ENSG00000256751.6",32.5202655479722,1.97223487396733,0.451135556738042,3.53645557256453e-07,0.000103634725411637,"Up",TRUE
"ENSG00000269019.2",9.80193777821162,-4.41260103725683,1.09566304977937,3.52336507976382e-07,0.000103634725411637,"Down",TRUE
"ENSG00000165804.16",97.2742088353354,-2.39919632507404,0.539701296950816,3.79026359015537e-07,0.000109363682512868,"Down",TRUE
"ENSG00000073756.13",3913.18300663404,2.63648583854486,0.634452895949512,3.87060275591919e-07,0.000109989628314037,"Up",TRUE
"ENSG00000134198.10",269.069811361297,1.71631994573551,0.400374386807533,4.04728989815669e-07,0.000113209338713075,"Up",TRUE
"ENSG00000154479.13",12.5972758595908,-2.46669198235489,0.573573344725848,4.10463078245221e-07,0.000113209338713075,"Down",TRUE
"ENSG00000099860.9",4339.94829693104,-1.99249073616913,0.458241311480141,4.2132762471103e-07,0.000114521733354426,"Down",TRUE
"ENSG00000119471.15",288.146319603841,1.38267066115082,0.313923304015167,4.46754362648008e-07,0.000119698258163763,"Up",TRUE
"ENSG00000106003.14",384.857861292291,-1.08000032464015,0.239026387566769,4.84109200451683e-07,0.000127879831753117,"Down",TRUE
"ENSG00000291135.1",22.6106429891779,2.49400770930451,0.570017371202974,4.98481447588217e-07,0.000128158880726633,"Up",TRUE
"ENSG00000287771.1",10.8955644365566,3.91233729780676,1.01103865284791,5.03205119286844e-07,0.000128158880726633,"Up",TRUE
"ENSG00000110042.8",261.11771026008,-1.57750514031307,0.381806194987265,5.05665538457524e-07,0.000128158880726633,"Down",TRUE
"ENSG00000196549.13",986.20817760041,3.13166676541727,2.55460042227418,5.26104036302657e-07,0.000131319712826037,"Up",TRUE
"ENSG00000187037.9",117.718631815327,1.77726048176226,0.40948384853539,5.32140665144165e-07,0.000131319712826037,"Up",TRUE
